"items","support","count"
"{依賴_高,年級=Senior}",0.05718,2859
"{付費=否,倦怠=Low,年級=Freshman}",0.05718,2859
"{AI時數_低,技能=Beginner,焦慮_低}",0.05718,2859
"{依賴_低,倦怠=Low,用途=Copywriting/Drafting}",0.05716,2858
"{付費=否,政策=Actively_Encouraged,自學_中}",0.05708,2854
"{付費=否,倦怠=Medium,年級=Junior}",0.05702,2851
"{GPA_下降,依賴_低,年級=Freshman}",0.057,2850
"{AI時數_高,付費=否,自學_低}",0.057,2850
"{主修=Business,年級=Junior}",0.0569,2845
"{GPA_上升,付費=否,用途=Debugging/Troubleshooting}",0.0569,2845
"{AI時數_低,依賴_低,用途=Debugging/Troubleshooting}",0.05686,2843
"{AI時數_高,付費=是,依賴_高,政策=Allowed_With_Citation}",0.05678,2839
"{GPA_持平,付費=否,依賴_低,政策=Allowed_With_Citation}",0.05678,2839
"{主修=STEM,焦慮_低,用途=Debugging/Troubleshooting}",0.05674,2837
"{AI時數_低,付費=否,技能=Advanced}",0.05674,2837
"{AI時數_高,依賴_高,政策=Actively_Encouraged}",0.0567,2835
"{主修=Business,年級=Freshman}",0.05662,2831
"{依賴_高,倦怠=High,自學_低}",0.05662,2831
"{AI時數_高,倦怠=High,技能=Intermediate}",0.05662,2831
"{AI時數_中,GPA_上升,倦怠=Medium}",0.05654,2827
"{GPA_上升,依賴_低,技能=Intermediate}",0.05654,2827
"{AI時數_高,政策=Allowed_With_Citation,自學_中}",0.05652,2826
"{用途=Summarizing_Reading,自學_低}",0.05648,2824
"{GPA_下降,付費=是,技能=Beginner}",0.05646,2823
"{付費=是,倦怠=Medium,自學_高}",0.05642,2821
"{GPA_下降,付費=否,依賴_低,政策=Allowed_With_Citation}",0.0564,2820
"{付費=否,依賴_低,焦慮_低,自學_高}",0.05636,2818
"{依賴_低,政策=Actively_Encouraged,自學_高}",0.05634,2817
"{AI時數_低,付費=是,倦怠=Low}",0.05632,2816
"{AI時數_高,付費=是,政策=Actively_Encouraged}",0.0563,2815
"{GPA_上升,技能=Beginner,自學_高}",0.05628,2814
"{付費=否,技能=Beginner,用途=Copywriting/Drafting}",0.05624,2812
"{付費=否,政策=Actively_Encouraged,自學_低}",0.05624,2812
"{AI時數_中,政策=Allowed_With_Citation,自學_中}",0.05624,2812
"{GPA_上升,依賴_低,自學_中}",0.05622,2811
"{技能=Advanced,用途=Ideation}",0.05614,2807
"{AI時數_中,依賴_低,技能=Advanced}",0.05614,2807
"{付費=否,技能=Beginner,焦慮_高}",0.05612,2806
"{AI時數_高,用途=Summarizing_Reading}",0.05602,2801
"{AI時數_低,依賴_低,年級=Junior}",0.05602,2801
"{GPA_上升,焦慮_中,自學_高}",0.05602,2801
"{技能=Advanced,政策=Allowed_With_Citation,焦慮_低}",0.05596,2798
"{依賴_低,年級=Senior,政策=Allowed_With_Citation}",0.05592,2796
"{年級=Sophomore,焦慮_高}",0.0559,2795
"{AI時數_低,付費=否,用途=Copywriting/Drafting}",0.05588,2794
"{主修=STEM,技能=Intermediate,用途=Debugging/Troubleshooting}",0.05586,2793
"{AI時數_低,GPA_上升,自學_高}",0.0558,2790
"{GPA_上升,政策=Allowed_With_Citation,自學_中}",0.05578,2789
"{GPA_下降,焦慮_中,自學_低}",0.05576,2788
"{GPA_下降,政策=Allowed_With_Citation,焦慮_中}",0.05576,2788
"{AI時數_低,依賴_低,年級=Freshman}",0.05572,2786
"{付費=是,政策=Allowed_With_Citation,焦慮_高}",0.05572,2786
"{倦怠=Medium,焦慮_低,自學_中}",0.05566,2783
"{GPA_持平,付費=是,倦怠=Medium}",0.05566,2783
"{GPA_下降,用途=Direct_Answer_Generation}",0.05562,2781
"{倦怠=Low,焦慮_低,自學_高}",0.05562,2781
"{年級=Sophomore,技能=Advanced}",0.0556,2780
"{AI時數_低,GPA_持平,付費=否,依賴_低}",0.0556,2780
"{AI時數_低,政策=Allowed_With_Citation,自學_中}",0.05558,2779
"{依賴_低,年級=Junior,焦慮_低}",0.05556,2778
"{AI時數_低,GPA_下降,焦慮_低}",0.05556,2778
"{GPA_持平,倦怠=Medium,焦慮_低}",0.05554,2777
"{依賴_低,焦慮_中,自學_低}",0.05554,2777
"{依賴_低,年級=Freshman,焦慮_低}",0.0555,2775
"{AI時數_中,倦怠=Medium,焦慮_中}",0.0555,2775
"{AI時數_中,倦怠=High}",0.05546,2773
"{依賴_低,技能=Intermediate,政策=Actively_Encouraged}",0.05544,2772
"{GPA_下降,付費=是,倦怠=Medium}",0.05544,2772
"{AI時數_中,主修=STEM,依賴_低}",0.05542,2771
"{GPA_下降,倦怠=Medium,技能=Beginner}",0.05538,2769
"{GPA_上升,付費=否,依賴_低,自學_高}",0.05538,2769
"{付費=是,技能=Beginner,焦慮_低}",0.05536,2768
"{主修=STEM,技能=Intermediate,政策=Allowed_With_Citation}",0.0553,2765
"{付費=否,倦怠=Medium,年級=Senior}",0.05526,2763
"{AI時數_高,焦慮_高,自學_低}",0.05524,2762
"{GPA_上升,主修=STEM,依賴_低}",0.05524,2762
"{倦怠=High,用途=Copywriting/Drafting}",0.05522,2761
"{GPA_下降,倦怠=Low,政策=Allowed_With_Citation}",0.05522,2761
"{倦怠=Low,政策=Allowed_With_Citation,自學_中}",0.0552,2760
"{AI時數_高,政策=Allowed_With_Citation,焦慮_低}",0.0552,2760
"{付費=否,依賴_低,倦怠=Low,自學_高}",0.05518,2759
"{付費=是,政策=Allowed_With_Citation,用途=Debugging/Troubleshooting}",0.05514,2757
"{AI時數_高,依賴_高,倦怠=High,焦慮_高}",0.05514,2757
"{年級=Graduate,技能=Beginner}",0.05512,2756
"{主修=Humanities,依賴_低,焦慮_低}",0.05506,2753
"{AI時數_高,付費=否,焦慮_高}",0.05502,2751
"{GPA_上升,付費=否,政策=Actively_Encouraged}",0.05502,2751
"{付費=否,依賴_低,技能=Intermediate,焦慮_低}",0.05502,2751
"{AI時數_中,倦怠=Medium,技能=Intermediate}",0.05498,2749
"{GPA_持平,政策=Allowed_With_Citation,自學_高}",0.05498,2749
"{付費=否,依賴_低,政策=Allowed_With_Citation,自學_中}",0.05498,2749
"{付費=否,依賴_中,倦怠=Medium}",0.05496,2748
"{AI時數_低,倦怠=Low,焦慮_中}",0.05494,2747
"{AI時數_高,付費=是,技能=Advanced}",0.05488,2744
"{AI時數_中,倦怠=Medium,自學_高}",0.05488,2744
"{付費=否,依賴_低,政策=Allowed_With_Citation,焦慮_中}",0.05486,2743
"{依賴_中,技能=Advanced}",0.05484,2742
"{主修=STEM,付費=否,自學_中}",0.0548,2740
"{主修=STEM,付費=否,自學_低}",0.0548,2740
"{年級=Junior,用途=Debugging/Troubleshooting}",0.05478,2739
"{主修=Business,依賴_低,技能=Beginner}",0.05476,2738
"{主修=STEM,付費=否,技能=Advanced}",0.05476,2738
"{付費=是,倦怠=High,自學_低}",0.05472,2736
"{GPA_上升,技能=Intermediate,自學_高}",0.0547,2735
"{GPA_上升,付費=是,焦慮_低}",0.05468,2734
"{主修=Medical,倦怠=Medium}",0.05466,2733
"{AI時數_中,主修=Business,付費=否}",0.05466,2733
"{主修=STEM,付費=否,焦慮_中}",0.05464,2732
"{付費=否,倦怠=Medium,用途=Ideation}",0.05462,2731
"{AI時數_低,GPA_下降,自學_低}",0.05462,2731
"{付費=否,焦慮_低,用途=Debugging/Troubleshooting}",0.05458,2729
"{倦怠=High,年級=Graduate}",0.05456,2728
"{技能=Advanced,政策=Strict_Ban}",0.05454,2727
"{付費=否,倦怠=Low,技能=Advanced}",0.0545,2725
"{GPA_下降,付費=否,依賴_低,自學_低}",0.0545,2725
"{GPA_持平,倦怠=Medium,技能=Beginner}",0.05448,2724
"{AI時數_中,付費=是,倦怠=Medium}",0.05446,2723
"{GPA_下降,付費=是,技能=Intermediate}",0.05442,2721
"{付費=否,技能=Advanced,自學_高}",0.0544,2720
"{AI時數_低,技能=Intermediate,焦慮_低}",0.05438,2719
"{GPA_上升,年級=Sophomore}",0.05434,2717
"{主修=STEM,付費=是,依賴_高}",0.05432,2716
"{主修=STEM,用途=Debugging/Troubleshooting,自學_低}",0.0543,2715
"{GPA_上升,技能=Intermediate,政策=Allowed_With_Citation}",0.0543,2715
"{AI時數_低,付費=否,倦怠=Low,政策=Allowed_With_Citation}",0.0543,2715
"{AI時數_低,主修=Business,付費=否}",0.05424,2712
"{GPA_上升,政策=Allowed_With_Citation,用途=Debugging/Troubleshooting}",0.0542,2710
"{AI時數_中,付費=否,用途=Copywriting/Drafting}",0.05418,2709
"{倦怠=Medium,技能=Beginner,焦慮_中}",0.05418,2709
"{GPA_上升,依賴_低,政策=Actively_Encouraged}",0.05412,2706
"{依賴_高,年級=Sophomore}",0.05404,2702
"{AI時數_低,依賴_低,年級=Senior}",0.05404,2702
"{AI時數_低,依賴_低,用途=Ideation}",0.05404,2702
"{依賴_低,政策=Actively_Encouraged,自學_中}",0.054,2700
"{AI時數_高,GPA_上升,倦怠=High}",0.05398,2699
"{付費=否,依賴_低,倦怠=Medium,技能=Beginner}",0.05398,2699
"{AI時數_低,付費=否,依賴_低,焦慮_中}",0.05396,2698
"{主修=STEM,付費=否,自學_高}",0.0539,2695
"{主修=STEM,付費=是,倦怠=Medium}",0.0539,2695
"{倦怠=Medium,政策=Allowed_With_Citation,用途=Debugging/Troubleshooting}",0.05386,2693
"{主修=Business,倦怠=Medium,政策=Allowed_With_Citation}",0.05386,2693
"{AI時數_高,主修=STEM,自學_低}",0.0538,2690
"{AI時數_低,付費=否,依賴_低,自學_中}",0.0538,2690
"{倦怠=High,年級=Junior}",0.05376,2688
"{付費=否,依賴_低,倦怠=Low,技能=Beginner}",0.05376,2688
"{AI時數_高,主修=STEM,焦慮_高}",0.05374,2687
"{AI時數_高,付費=否,技能=Beginner}",0.05374,2687
"{倦怠=Medium,政策=Allowed_With_Citation,焦慮_高}",0.05368,2684
"{GPA_下降,付費=否,依賴_低,焦慮_低}",0.05368,2684
"{依賴_低,政策=Actively_Encouraged,焦慮_中}",0.05366,2683
"{依賴_高,倦怠=Medium,政策=Allowed_With_Citation}",0.05364,2682
"{GPA_上升,倦怠=Low,政策=Allowed_With_Citation}",0.0536,2680
"{付費=是,技能=Intermediate,焦慮_低}",0.05358,2679
"{AI時數_高,依賴_高,用途=Debugging/Troubleshooting}",0.05352,2676
"{主修=Business,付費=是,政策=Allowed_With_Citation}",0.05352,2676
"{依賴_低,年級=Senior,焦慮_低}",0.0535,2675
"{AI時數_高,付費=是,用途=Debugging/Troubleshooting}",0.05346,2673
"{付費=是,倦怠=Medium,政策=Actively_Encouraged}",0.05346,2673
"{GPA_上升,用途=Summarizing_Reading}",0.0534,2670
"{年級=Freshman,用途=Debugging/Troubleshooting}",0.0534,2670
"{年級=Junior,用途=Copywriting/Drafting}",0.0534,2670
"{AI時數_低,付費=是,焦慮_低}",0.05338,2669
"{GPA_上升,付費=否,依賴_低,政策=Allowed_With_Citation}",0.05338,2669
"{付費=是,用途=Direct_Answer_Generation}",0.05332,2666
"{倦怠=Medium,技能=Beginner,自學_中}",0.05332,2666
"{倦怠=Medium,焦慮_低,自學_低}",0.05332,2666
"{付費=否,倦怠=Medium,政策=Allowed_With_Citation,焦慮_低}",0.05332,2666
"{AI時數_高,GPA_持平,政策=Allowed_With_Citation}",0.0533,2665
"{GPA_持平,主修=STEM,付費=否}",0.05326,2663
"{GPA_下降,年級=Senior}",0.05324,2662
"{主修=STEM,政策=Allowed_With_Citation,自學_低}",0.05322,2661
"{依賴_低,倦怠=Low,政策=Allowed_With_Citation,焦慮_低}",0.05322,2661
"{AI時數_低,倦怠=Low,自學_中}",0.0532,2660
"{GPA_下降,倦怠=Medium,焦慮_低}",0.05318,2659
"{倦怠=Low,技能=Beginner,焦慮_低}",0.05316,2658
"{AI時數_中,GPA_持平,倦怠=Medium}",0.05314,2657
"{GPA_持平,政策=Allowed_With_Citation,自學_低}",0.05312,2656
"{年級=Senior,用途=Debugging/Troubleshooting}",0.05308,2654
"{依賴_高,政策=Allowed_With_Citation,自學_低}",0.05308,2654
"{依賴_低,倦怠=Medium,用途=Debugging/Troubleshooting}",0.05302,2651
"{付費=是,技能=Beginner,自學_低}",0.05302,2651
"{倦怠=Medium,政策=Allowed_With_Citation,用途=Copywriting/Drafting}",0.053,2650
"{主修=STEM,政策=Allowed_With_Citation,焦慮_中}",0.05294,2647
"{AI時數_低,依賴_低,倦怠=Medium,政策=Allowed_With_Citation}",0.05294,2647
"{依賴_低,焦慮_低,用途=Ideation}",0.05292,2646
"{GPA_上升,依賴_低,用途=Debugging/Troubleshooting}",0.05288,2644
"{GPA_持平,付費=否,依賴_低,焦慮_低}",0.05282,2641
"{AI時數_高,依賴_高,技能=Advanced}",0.0528,2640
"{AI時數_高,倦怠=High,自學_中}",0.05276,2638
"{付費=是,倦怠=Low,焦慮_低}",0.05274,2637
"{AI時數_高,付費=是,依賴_高,焦慮_高}",0.05274,2637
"{依賴_低,年級=Sophomore,政策=Allowed_With_Citation}",0.05272,2636
"{主修=STEM,付費=否,倦怠=Low}",0.0527,2635
"{AI時數_高,依賴_高,倦怠=High,政策=Allowed_With_Citation}",0.0527,2635
"{倦怠=Medium,用途=Direct_Answer_Generation}",0.05264,2632
"{主修=Humanities,政策=Allowed_With_Citation,用途=Copywriting/Drafting}",0.05258,2629
"{主修=STEM,技能=Advanced,用途=Debugging/Troubleshooting}",0.05256,2628
"{AI時數_低,倦怠=Medium,技能=Beginner}",0.05256,2628
"{AI時數_高,政策=Allowed_With_Citation,焦慮_高}",0.05254,2627
"{GPA_上升,主修=STEM,付費=是}",0.05254,2627
"{GPA_下降,主修=Business,付費=否}",0.0525,2625
"{依賴_低,倦怠=Medium,年級=Junior}",0.05248,2624
"{付費=否,技能=Advanced,焦慮_中}",0.05248,2624
"{GPA_下降,年級=Freshman,政策=Allowed_With_Citation}",0.05246,2623
"{主修=Business,付費=否,倦怠=Low}",0.05246,2623
"{付費=是,倦怠=High,焦慮_高}",0.05244,2622
"{GPA_下降,付費=否,焦慮_高}",0.05242,2621
"{付費=是,技能=Beginner,焦慮_中}",0.0524,2620
"{年級=Freshman,用途=Copywriting/Drafting}",0.05238,2619
"{付費=否,年級=Junior,焦慮_低}",0.05238,2619
"{AI時數_高,主修=STEM,付費=否}",0.05238,2619
"{GPA_持平,依賴_低,政策=Actively_Encouraged}",0.05236,2618
"{付費=否,技能=Intermediate,焦慮_高}",0.05234,2617
"{主修=Medical,付費=是}",0.05232,2616
"{付費=否,依賴_低,焦慮_低,自學_中}",0.05226,2613
"{倦怠=High,用途=Ideation}",0.05222,2611
"{GPA_上升,技能=Advanced,自學_高}",0.0522,2610
"{付費=否,技能=Advanced,自學_中}",0.0522,2610
"{付費=否,依賴_高,倦怠=High}",0.05218,2609
"{GPA_上升,技能=Advanced,用途=Debugging/Troubleshooting}",0.05214,2607
"{AI時數_中,倦怠=Low,焦慮_低}",0.05212,2606
"{AI時數_中,倦怠=Medium,自學_中}",0.05212,2606
"{AI時數_中,政策=Allowed_With_Citation,自學_低}",0.05212,2606
"{GPA_上升,主修=STEM,技能=Advanced}",0.05208,2604
"{依賴_低,技能=Advanced,自學_高}",0.05204,2602
"{主修=Arts,用途=Copywriting/Drafting}",0.05202,2601
"{依賴_低,倦怠=Medium,年級=Senior}",0.052,2600
"{GPA_下降,倦怠=Medium,技能=Intermediate}",0.052,2600
"{年級=Graduate,技能=Intermediate}",0.05198,2599
"{GPA_下降,依賴_低,政策=Actively_Encouraged}",0.05198,2599
"{GPA_持平,付費=是,技能=Beginner}",0.05198,2599
"{GPA_上升,倦怠=Medium,技能=Advanced}",0.05194,2597
"{AI時數_中,技能=Beginner,焦慮_低}",0.0519,2595
"{主修=STEM,焦慮_中,用途=Debugging/Troubleshooting}",0.05188,2594
"{政策=Actively_Encouraged,用途=Summarizing_Reading}",0.05186,2593
"{主修=Business,政策=Allowed_With_Citation,焦慮_低}",0.05186,2593
"{主修=Business,技能=Beginner,政策=Allowed_With_Citation}",0.05184,2592
"{付費=是,技能=Beginner,自學_中}",0.05182,2591
"{付費=否,依賴_低,政策=Allowed_With_Citation,自學_低}",0.05178,2589
"{倦怠=Medium,技能=Beginner,自學_高}",0.05174,2587
"{主修=STEM,依賴_低,技能=Intermediate}",0.05172,2586
"{付費=是,技能=Intermediate,自學_低}",0.05172,2586
"{年級=Senior,用途=Copywriting/Drafting}",0.0517,2585
"{主修=STEM,依賴_高,倦怠=High}",0.0517,2585
"{主修=Humanities,依賴_低,倦怠=Low}",0.05166,2583
"{年級=Graduate,焦慮_中}",0.05164,2582
"{依賴_低,技能=Beginner,用途=Copywriting/Drafting}",0.05164,2582
"{依賴_低,倦怠=Low,用途=Debugging/Troubleshooting}",0.05164,2582
"{付費=是,焦慮_低,自學_高}",0.05164,2582
"{GPA_持平,依賴_低,自學_低}",0.05164,2582
"{主修=Humanities,付費=否,倦怠=Medium}",0.05162,2581
"{付費=否,依賴_低,倦怠=Low,技能=Intermediate}",0.05162,2581
"{AI時數_低,依賴_低,倦怠=Low,自學_高}",0.05152,2576
"{主修=Business,付費=是,依賴_低}",0.0515,2575
"{AI時數_中,主修=Business,依賴_低}",0.05148,2574
"{主修=Arts,倦怠=Medium}",0.05146,2573
"{GPA_下降,依賴_高,自學_低}",0.05146,2573
"{AI時數_低,GPA_持平,焦慮_低}",0.05142,2571
"{倦怠=Medium,政策=Actively_Encouraged,焦慮_低}",0.0514,2570
"{倦怠=Medium,技能=Beginner,自學_低}",0.0514,2570
"{付費=否,依賴_高,倦怠=Medium}",0.05138,2569
"{付費=否,倦怠=Low,用途=Copywriting/Drafting}",0.05136,2568
"{AI時數_低,倦怠=Medium,自學_高}",0.05136,2568
"{AI時數_高,GPA_下降,政策=Allowed_With_Citation}",0.05136,2568
"{AI時數_高,主修=Humanities}",0.05134,2567
"{AI時數_中,付費=否,用途=Debugging/Troubleshooting}",0.05132,2566
"{GPA_持平,倦怠=Medium,自學_中}",0.05132,2566
"{AI時數_低,主修=Humanities,付費=否}",0.0513,2565
"{依賴_高,政策=Strict_Ban}",0.0512,2560
"{主修=STEM,用途=Debugging/Troubleshooting,自學_高}",0.0512,2560
"{AI時數_低,主修=STEM,付費=否}",0.0512,2560
"{GPA_持平,付費=是,技能=Intermediate}",0.0512,2560
"{倦怠=Medium,技能=Intermediate,焦慮_中}",0.0512,2560
"{主修=Medical,技能=Beginner}",0.05116,2558
"{倦怠=Medium,技能=Intermediate,自學_高}",0.05116,2558
"{主修=STEM,技能=Advanced,政策=Allowed_With_Citation}",0.05112,2556
"{GPA_下降,主修=STEM,付費=否}",0.05112,2556
"{付費=否,倦怠=Medium,年級=Freshman}",0.0511,2555
"{GPA_持平,倦怠=Medium,技能=Intermediate}",0.0511,2555
"{AI時數_高,依賴_高,倦怠=High,自學_低}",0.0511,2555
"{AI時數_中,付費=否,倦怠=Medium,政策=Allowed_With_Citation}",0.05108,2554
"{GPA_下降,付費=否,依賴_低,倦怠=Low}",0.05104,2552
"{主修=Business,付費=否,自學_高}",0.05102,2551
"{主修=Business,年級=Senior}",0.051,2550
"{GPA_下降,政策=Allowed_With_Citation,自學_中}",0.051,2550
"{付費=是,技能=Intermediate,焦慮_中}",0.05098,2549
"{依賴_低,倦怠=Medium,用途=Ideation}",0.05096,2548
"{主修=STEM,付費=是,自學_低}",0.05096,2548
"{AI時數_高,GPA_持平,倦怠=High}",0.05088,2544
"{AI時數_低,付費=否,政策=Allowed_With_Citation,焦慮_低}",0.05082,2541
"{AI時數_中,年級=Graduate}",0.0508,2540
"{依賴_低,政策=Allowed_With_Citation,焦慮_高}",0.05078,2539
"{付費=否,依賴_高,焦慮_高}",0.05072,2536
"{GPA_上升,主修=STEM,自學_高}",0.0507,2535
"{付費=否,焦慮_高,自學_中}",0.05068,2534
"{付費=是,依賴_高,技能=Beginner}",0.05064,2532
"{AI時數_中,付費=否,依賴_低,倦怠=Low}",0.05064,2532
"{AI時數_高,付費=否,技能=Intermediate}",0.05062,2531
"{AI時數_高,倦怠=High,焦慮_中}",0.0506,2530
"{依賴_高,政策=Allowed_With_Citation,焦慮_中}",0.0506,2530
"{主修=STEM,依賴_低,自學_高}",0.05056,2528
"{主修=STEM,付費=否,技能=Beginner}",0.05056,2528
"{倦怠=Low,技能=Intermediate,焦慮_低}",0.05056,2528
"{付費=否,年級=Freshman,焦慮_低}",0.05054,2527
"{付費=是,政策=Allowed_With_Citation,用途=Copywriting/Drafting}",0.05054,2527
"{主修=Business,付費=是,用途=Ideation}",0.0505,2525
"{GPA_上升,付費=是,焦慮_中}",0.0505,2525
"{付費=否,年級=Senior,焦慮_低}",0.05048,2524
"{GPA_下降,技能=Beginner,焦慮_低}",0.05048,2524
"{主修=STEM,政策=Allowed_With_Citation,自學_中}",0.05042,2521
"{主修=Business,付費=否,技能=Intermediate}",0.0504,2520
"{主修=Medical,焦慮_低}",0.05038,2519
"{付費=是,焦慮_低,自學_中}",0.05038,2519
"{主修=STEM,用途=Debugging/Troubleshooting,自學_中}",0.05036,2518
"{AI時數_低,依賴_低,倦怠=Medium,焦慮_低}",0.05034,2517
"{主修=STEM,依賴_高,用途=Debugging/Troubleshooting}",0.05032,2516
"{付費=否,依賴_低,倦怠=Medium,自學_高}",0.05032,2516
"{主修=STEM,付費=是,技能=Intermediate}",0.05028,2514
"{GPA_持平,付費=否,用途=Copywriting/Drafting}",0.05024,2512
"{AI時數_低,焦慮_低,自學_中}",0.05024,2512
"{主修=STEM,付費=是,倦怠=High}",0.05022,2511
"{主修=Humanities,焦慮_高}",0.0502,2510
"{主修=Business,倦怠=Medium,用途=Ideation}",0.0502,2510
"{GPA_上升,倦怠=Medium,焦慮_中}",0.05016,2508
"{AI時數_低,GPA_下降,倦怠=Medium}",0.05016,2508
"{AI時數_中,依賴_低,用途=Copywriting/Drafting}",0.0501,2505
"{GPA_下降,焦慮_高,自學_低}",0.0501,2505
"{GPA_上升,付費=否,依賴_低,焦慮_低}",0.0501,2505
"{付費=是,焦慮_低,自學_低}",0.05004,2502
"{倦怠=High,政策=Allowed_With_Citation,自學_低}",0.05002,2501
"{AI時數_高,GPA_下降,焦慮_高}",0.05,2500
"{付費=否,依賴_低,倦怠=Medium,技能=Intermediate}",0.05,2500
